InstanceSize,SelectionMethod,CrossoverMethod,PopulationSize,MaxGenerations,SelectionRate,MutationRate,AvgRelativeError,MaxRelativeError,TimeElapsed
70,Tournament,TwoPoint,20,80,0.6,0.05,0.03481464472711182,0.13883089770354906,21
60,Tournament,TwoPoint,20,80,0.7,0.02,0.017357581204968827,0.18360433604336043,18
50,Tournament,TwoPoint,20,100,0.3,0.02,0.0198439334751821,0.07,21
40,Tournament,TwoPoint,20,100,0.4,0.02,0.027419980695512557,0.10901883052527254,20
70,Tournament,TwoPoint,20,80,0.6,0.1,0.09423583866577502,0.3037578288100209,24
60,Tournament,TwoPoint,20,80,0.7,0.05,0.02557199125849914,0.14558823529411766,20
40,Tournament,TwoPoint,20,100,0.4,0.05,0.02691646578132853,0.08225966303270565,21
50,Tournament,TwoPoint,20,100,0.3,0.05,0.01697620964620318,0.06106032906764168,24
70,Tournament,TwoPoint,20,80,0.7,0.02,0.014670756783528633,0.1638830897703549,18
60,Tournament,TwoPoint,20,80,0.7,0.1,0.07828608800248692,0.3245257452574526,23
40,Tournament,TwoPoint,20,100,0.4,0.1,0.01975313641955881,0.22076297686053784,23
50,Tournament,TwoPoint,20,100,0.3,0.1,0.026847702534612935,0.15971515768056968,26
70,Tournament,TwoPoint,20,80,0.7,0.05,0.03784125494547853,0.1440501043841336,21
60,Tournament,TwoPoint,20,100,0.3,0.02,0.017043586057187206,0.047080979284369114,22
40,Tournament,TwoPoint,20,100,0.5,0.02,0.028925427921752265,0.19821605550049554,20
50,Tournament,TwoPoint,20,100,0.4,0.02,0.01921807997135293,0.05812807881773399,21
70,Tournament,TwoPoint,20,80,0.7,0.1,0.10030201466668912,0.4290187891440501,24
60,Tournament,TwoPoint,20,100,0.3,0.05,0.016494942000959315,0.11512717536813923,25
40,Tournament,TwoPoint,20,100,0.5,0.05,0.027452253995658885,0.0900562851782364,22
50,Tournament,TwoPoint,20,100,0.4,0.05,0.01721835849868182,0.07,23
70,Tournament,TwoPoint,20,100,0.3,0.02,0.014937353675784802,0.11899791231732777,24
40,Tournament,TwoPoint,20,100,0.5,0.1,0.02122155895530264,0.20118929633300298,23
60,Tournament,TwoPoint,20,100,0.3,0.1,0.05159104546118817,0.24096385542168675,29
